name,version,description,lastPublished,fileCount,unpackedSize,dependenciesCount,devDependenciesCount,keywords,homepage,repositoryUrl,license,status,isFavorite,codeFileCount,docFileCount,totalLinesOfCode,entrypoints,hasTypes,techStack,id
"juno-agent","1.0.1","AI Subagent Orchestration CLI - Primary package for juno-task-ts providing Claude Code integration and MCP server orchestration","2025-11-07T05:32:38.280Z",16,8749393,19,0,"ai;agent;cli;typescript;mcp;subagents;automation;claude;cursor;codex;gemini;orchestration","https://github.com/owner/juno-task-ts#readme","https://github.com/owner/juno-task-ts","MIT","enriched",1,7,1,88003,"{""main"":""dist/index.js"",""module"":""dist/index.mjs"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.mjs\"",\""require\"":\""./dist/index.js\""}}""}",true,"React","303160db-e752-42ed-b64d-720d4806c1a5"
"juno-code","1.0.32","TypeScript CLI tool for AI subagent orchestration with code automation","2025-12-05T20:31:53.940Z",24,9344562,19,33,"ai;cli;typescript;mcp;subagents;automation;claude;cursor;codex;gemini","https://askbudi.ai/juno-code#readme","https://github.com/askbudi/juno-code","MIT","enriched",1,9,2,94762,"{""main"":""dist/index.js"",""module"":""dist/index.mjs"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.mjs\"",\""require\"":\""./dist/index.js\""}}""}",true,"React;TypeScript","6f429fad-88db-4941-8f01-d2675c8e1c3d"
"juno-ts-task","1.0.1","TypeScript implementation of juno-task CLI tool for AI subagent orchestration (legacy package name - use juno-agent for new installations)","2025-11-07T05:32:47.507Z",16,8749372,19,0,"ai;cli;typescript;mcp;subagents;automation;claude;cursor;codex;gemini","https://github.com/owner/juno-task-ts#readme","https://github.com/owner/juno-task-ts","MIT","enriched",1,7,1,88003,"{""main"":""dist/index.js"",""module"":""dist/index.mjs"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.mjs\"",\""require\"":\""./dist/index.js\""}}""}",true,"React","e19cd16d-b903-42ff-af51-8603f78661f3"
"kit","2.0.31","A lightweight TypeScript utility library with Russian pluralization, object/array flattening, and utility types","2025-11-09T11:31:05.916Z",71,170447,0,5,"kit;utility;library;typescript;javascript;utils;helpers","https://github.com/teniryte/kit#readme","https://github.com/teniryte/kit","MIT","enriched",1,34,1,1829,"{""main"":""./dist/index.cjs"",""module"":""./dist/index.js"",""types"":""./dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.js\"",\""require\"":\""./dist/index.cjs\""},\""./flatten\"":{\""types\"":\""./dist/flatten.d.ts\"",\""import\"":\""./dist/flatten.js\"",\""require\"":\""./dist/flatten.cjs\""},\""./primitive\"":{\""types\"":\""./dist/primitive.d.ts\"",\""import\"":\""./dist/primitive.js\"",\""require\"":\""./dist/primitive.cjs\""},\""./pluralize\"":{\""types\"":\""./dist/pluralize.d.ts\"",\""import\"":\""./dist/pluralize.js\"",\""require\"":\""./dist/pluralize.cjs\""},\""./kind\"":{\""types\"":\""./dist/kind.d.ts\"",\""import\"":\""./dist/kind.js\"",\""require\"":\""./dist/kind.cjs\""},\""./kind-of\"":{\""types\"":\""./dist/kind-of.d.ts\"",\""import\"":\""./dist/kind-of.js\"",\""require\"":\""./dist/kind-of.cjs\""},\""./args-names\"":{\""types\"":\""./dist/args-names.d.ts\"",\""import\"":\""./dist/args-names.js\"",\""require\"":\""./dist/args-names.cjs\""},\""./event-emitter\"":{\""types\"":\""./dist/event-emitter.d.ts\"",\""import\"":\""./dist/event-emitter.js\"",\""require\"":\""./dist/event-emitter.cjs\""},\""./debug-string\"":{\""types\"":\""./dist/debug-string.d.ts\"",\""import\"":\""./dist/debug-string.js\"",\""require\"":\""./dist/debug-string.cjs\""},\""./is-class\"":{\""types\"":\""./dist/is-class.d.ts\"",\""import\"":\""./dist/is-class.js\"",\""require\"":\""./dist/is-class.cjs\""},\""./call-all\"":{\""types\"":\""./dist/call-all.d.ts\"",\""import\"":\""./dist/call-all.js\"",\""require\"":\""./dist/call-all.cjs\""}}""}",true,"TypeScript","35b7bfe1-ce0e-4205-8447-4ea32a6325a5"
"klaude","0.3.1","TypeScript CLI wrapper for Claude Agent SDK with multi-agent session management","2025-12-01T09:18:45.540Z",280,1328671,8,12,"claude;agent;cli;sdk","https://github.com/CaptainCrouton89/klaude#readme","https://github.com/CaptainCrouton89/klaude","MIT","enriched",1,137,6,24252,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","e7781426-0b78-4fb0-81d0-611f583d25e9"
"lancedb","0.0.1","No description available.","2025-03-11T00:18:24.327Z",1,459,0,0,"","https://github.com/eto-ai/lancedb#readme","https://github.com/eto-ai/lancedb","Apache-2.0","enriched",1,1,0,15,"{""main"":""index.js""}",false,"","45e0bb31-286d-4cf1-9564-51b72be4473a"
"lavamoat-tofu","8.1.0","This is the TOFU (trust-on-first-use) static analysis tool used by LavaMoat to automatically generate useable config","2025-11-19T23:20:07.828Z",74,245459,6,1,"","https://github.com/LavaMoat/LavaMoat/blob/main/packages/tofu/README.md","https://github.com/LavaMoat/lavamoat","MIT","enriched",1,59,2,7310,"{""main"":""src/index.js"",""types"":""./types/types.d.ts""}",true,"TypeScript","4e3fe2f8-80d1-4de2-a058-24ddd8927694"
"lean-agentic","0.3.2","High-performance WebAssembly theorem prover with dependent types, hash-consing (150x faster), Ed25519 proof signatures, MCP support for Claude Code, AgentDB vector search, episodic memory, and ReasoningBank learning. Formal verification with cryptographic","2025-10-25T17:26:47.887Z",33,274289,2,1,"lean;theorem-prover;dependent-types;formal-verification;wasm;webassembly;hash-consing;type-theory;proof-assistant;lean4;type-checker;lambda-calculus;curry-howard;propositions-as-types;model-context-protocol;mcp;mcp-server;claude-code;ai-assistant;llm-tools;arena-allocation;zero-copy;performance;typescript;browser;nodejs;cli-tool;formal-methods;verification;correctness;de-bruijn;term-rewriting;agentdb;vector-search;vector-database;episodic-memory;reasoning-bank;proof-learning;semantic-search;pattern-recognition;proof-recommendations;ai-learning;ed25519;digital-signatures;cryptographic-attestation;proof-signing;agent-identity;byzantine-consensus;tamper-detection;chain-of-custody;non-repudiation;distributed-trust","https://ruv.io","https://github.com/agenticsorg/lean-agentic","Apache-2.0","enriched",1,29,1,3966,"{""main"":""dist/index.js"",""module"":""dist/index.mjs"",""types"":""dist/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/index.d.ts\"",\""import\"":\""./dist/index.mjs\"",\""require\"":\""./dist/index.js\""},\""./web\"":{\""types\"":\""./dist/web.d.ts\"",\""import\"":\""./dist/web.mjs\""},\""./node\"":{\""types\"":\""./dist/node.d.ts\"",\""import\"":\""./dist/node.mjs\"",\""require\"":\""./dist/node.js\""}}""}",true,"TypeScript","6dcc9049-464c-4b52-bb15-a29d79f91eba"
"lint","0.8.19","Omnilint - Omniscient code linter.","2022-12-08T08:07:52.602Z",33,409308,13,0,"","https://www.omnilint.com","https://github.com/omnilint/lint","Apache-2.0","enriched",1,26,1,12655,"{""main"":""index.js""}",false,"","3b82fbdb-7ae8-4441-8379-2e3b76fbba0d"
"live","0.1.25-beta.0","> Runs all the Live ecosystem plugins found in your app.","2022-03-26T01:05:18.337Z",0,0,20,6,"","","","SEE LICENSE IN ./docs/license.md","enriched",1,34,6,1847,"{""main"":""lib/index.js""}",false,"","47457bf6-36af-47fc-8f48-65dbdf86ba57"
"loader-xml","1.0.0","No description available.","2022-01-28T01:29:56.795Z",2,895,0,0,"","","","ISC","enriched",1,2,0,30,"{""main"":""index.js""}",false,"","7167b86b-6f8c-4dce-970c-dcba91907340"
"machine","15.2.3","Build functions in standardized containers.","2023-09-08T13:39:02.226Z",63,497820,5,5,"functions;containers;validation;coercion;type-checking;data-types","https://github.com/node-machine/machine#readme","git://github.com/node-machine/machine","MIT","enriched",1,56,1,15678,"{""main"":""index.js""}",false,"","c81ece23-3c7a-4dc0-a418-3e2dc4b7ddef"
"manta-ide","0.1.82","[![](https://getmanta.ai/api/badges?text=Manta%20Graph&link=manta)](https://getmanta.ai/manta) ![](https://img.shields.io/badge/Node.js-18%2B-brightgreen?style=flat-square) [![npm]](https://www.npmjs.com/package/manta-ide) [![Discord](https://img.shields.","2025-10-16T15:39:13.813Z",2115,88860858,53,13,"","","","MIT","enriched",1,2057,2,1663672,"{}",false,"React;Tailwind;TypeScript;Next.js","474c6e4c-008d-4477-b707-e27dbe3a46b9"
"mcp","1.4.2","The Mintlify MCP CLI","2025-05-21T17:49:23.423Z",4,1732,1,1,"mcp;model context protocol","https://github.com/bingomanatee/mcp#readme","https://github.com/bingomanatee/mcp","MIT","enriched",1,2,1,20,"{}",false,"","cca0d1ae-4f06-4084-9892-0be4940e88d7"
"mcp-bundler","1.2.5","MCPB (MCP Bundle) bundler for Smithery MCP servers","2025-10-14T06:38:14.179Z",20,108797,4,5,"","","","MIT","enriched",1,14,1,3334,"{""main"":""dist/index.js""}",false,"TypeScript","7bc72a48-a529-4c52-be3f-34c34f541116"
"mcp-codesentry","1.0.0","CodeSentry MCP - AI-powered code review assistant with 5 specialized review tools for security, best practices, and comprehensive code analysis","2025-06-08T23:54:55.483Z",153,556513,10,10,"mcp;model-context-protocol;code-review;ai;gemini;repomix;llm;codesentry;security-review;best-practices;cursor;claude-code","","","MIT","enriched",1,68,24,7649,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","a42a8602-094f-4d60-a11c-10dd9fc4dc7d"
"mcp-docs-server","1.0.1","Model Context Protocol Documentation Server - Provides comprehensive MCP documentation and guides through an MCP interface","2025-09-18T10:11:03.085Z",36,176934,2,3,"mcp;model context protocol;documentation;guide;reference;claude;ai;development","https://github.com/glassBead-tc/mcp-docs-server#readme","https://github.com/glassBead-tc/mcp-docs-server","MIT","enriched",1,23,1,5456,"{""main"":""./build/index.js"",""module"":""./src/index.ts"",""types"":""./build/index.d.ts""}",true,"TypeScript","e88fd745-b731-4247-b805-7371e539ded7"
"mcp-server","0.0.9","mcp server","2025-02-04T09:50:50.609Z",6,7508,3,0,"mcp","https://github.com/sandy-mount/mcp-server#readme","https://github.com/sandy-mount/mcp-server","MIT","enriched",1,4,1,193,"{""main"":""index.js""}",false,"Express","56fdd319-f14f-44cc-b438-c17c4e843abd"
"mcp-to-skill-transformer","1.0.0","Autonomous agent for integrating Model Context Protocol (MCP) servers into TypeScript skills libraries","2025-11-11T17:02:32.725Z",69,380079,9,11,"mcp;model-context-protocol;typescript;code-generation;automation;integration;ai-tools;devops;cli;agent","https://github.com/philippe-amiot/mcp-to-skill-transformer#readme","https://github.com/philippe-amiot/mcp-to-skill-transformer","MIT","enriched",1,34,1,6880,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"TypeScript","c9e582ef-a0a4-493e-8e82-2e14fb6ab85a"
"memento-mcp-server","1.13.1","AI Agent 기억 보조 MCP 서버 - 사람의 기억 구조를 모사한 스토리지+검색+요약+망각 메커니즘","2025-12-03T14:32:54.315Z",704,3319993,17,14,"mcp;memory;ai;agent;sqlite;vector-search;typescript","https://github.com/jee1/memento#readme","https://github.com/jee1/memento","MIT","enriched",1,351,4,65814,"{""main"":""dist/server/index.js"",""types"":""./dist/server/index.d.ts""}",true,"TypeScript;Express","3e85b0bc-32da-4ab1-a87c-e1a0ec5f0daf"
"method","2.0.0","Functional polymorphic method dispatch","2022-01-26T23:08:26.540Z",0,0,0,4,"","","","N/A","enriched",1,9,3,638,"{""main"":""./core.js""}",false,"","eb0dec97-3e76-47ae-a569-770349587718"
"michie","1.0.0","Intelligent memoization for JavaScript - honoring Donald Michie, pioneer of AI and inventor of memoization","2025-10-29T22:39:15.677Z",15,42746,0,0,"memoization;memoize;cache;caching;performance;optimization;donald-michie;ai;machine-learning;lazy-evaluation;function-cache;decorator;proxy","https://github.com/catpea/michie#readme","https://github.com/catpea/michie","MIT","enriched",1,13,1,906,"{""main"":""src/index.js""}",false,"","aa8b8072-a01c-48da-b50c-583496cb7eaa"
"midstreamer","0.2.4","WebAssembly-powered temporal analysis toolkit - DTW, LCS, scheduling, and meta-learning","2025-10-29T21:43:34.685Z",24,412180,3,7,"wasm;webassembly;temporal;dtw;lcs;scheduler;meta-learning;quic;webtransport;browser;performance","https://github.com/midstream/midstream#readme","https://github.com/midstream/midstream","MIT","enriched",1,14,2,5723,"{""main"":""pkg-node/midstream_wasm.js"",""module"":""pkg-bundler/midstream_wasm.js"",""types"":""pkg/midstream_wasm.d.ts""}",true,"TypeScript","0122860d-7960-427c-b4eb-42b5a78f749a"
"model","6.0.1","Datastore-agnostic ORM in JavaScript","2022-01-27T02:03:49.400Z",0,0,1,6,"","","","N/A","enriched",1,75,1,10878,"{""main"":""./lib/index.js""}",false,"","0403d6ae-2600-41e5-a16a-39801f49f5c0"
"moh-codegen","1.0.41","GraphQL + DDD module generator for Node.js TypeScript projects","2025-11-27T12:02:32.566Z",16,35670,2,3,"graphql;generator;cli;typescript;ddd;api;sequelize","","","MIT","enriched",1,16,0,1189,"{""main"":""dist/index.js""}",false,"TypeScript","b1ecdc08-8a4c-4597-a98f-ce66946deff7"
"myaidev-method","0.2.19","Comprehensive development framework with SPARC methodology for AI-assisted software development, AI visual content generation (Gemini, Imagen, DALL-E, Veo, FLUX), multi-platform publishing (WordPress, PayloadCMS, Astro, Docusaurus, Mintlify), and Coolify ","2025-11-19T22:27:47.946Z",296,2210067,23,5,"claude-code;ai-cli;sparc;sparc-methodology;agentic-development;spec-kit;software-development;code-quality;testing;code-review;mcp;wordpress;payloadcms;payload;docusaurus;mintlify;astro;coolify;ramnode;content-writer;cms;headless-cms;publishing;static-site;documentation;ai-agents;automation;image-generation;ai-images;video-generation;gemini;imagen;dall-e;veo;visual-content;deployment;devops;cli-tool;slash-commands;gemini-cli;codex-cli","https://github.com/myaione/myaidev-method#readme","https://github.com/myaione/myaidev-method","MIT","enriched",1,131,88,26530,"{""main"":""src/index.js""}",true,"TypeScript","fb9ccd16-d6f8-44a8-aad2-9478b9c23c23"
"native","0.3.3","Native MontageJS components.","2024-10-12T15:24:00.323Z",0,0,1,12,"","","","N/A","enriched",1,22,3,3380,"{}",false,"","78aab1df-f05a-4952-aa4f-bc82bbd17d71"
"needware-cli","1.5.13","一个功能强大的 Node.js 命令行工具","2025-12-04T11:18:28.885Z",107,305913,9,14,"cli;command-line;nodejs;typescript;sdk","","","MIT","enriched",1,51,3,4974,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript","0ad00a20-d510-4223-9706-8d25b8a3b579"
"npm","11.6.4","a package manager for JavaScript","2025-12-06T17:57:17.337Z",1817,9885872,66,20,"install;modules;package manager;package.json","https://docs.npmjs.com/","https://github.com/npm/cli","Artistic-2.0","enriched",1,1401,157,264493,"{""main"":""./index.js"",""exports"":""{\"".\"":[{\""default\"":\""./index.js\""},\""./index.js\""],\""./package.json\"":\""./package.json\""}""}",false,"","95e67f51-2116-45e1-95a7-5937108e423b"
"octocode-mcp","8.1.0","Model Context Protocol (MCP) server for advanced GitHub repository analysis and code discovery. Provides AI assistants with powerful tools to search, analyze, and understand codebases across GitHub.","2025-11-29T17:56:52.248Z",126,1613682,13,7,"mcp;model-context-protocol;github;github-api;code-analysis;code-search;repository-analysis;developer-tools;ai-tools;claude;openai;anthropic;code-discovery;codebase-exploration;github-search;semantic-search;typescript;nodejs;cli-tool;dxt;desktop-extension","https://octocode.ai","https://github.com/bgauryy/octocode-mcp","PolyForm-Small-Business-1.0.0","enriched",1,124,1,52735,"{""main"":""dist/index.js"",""types"":""dist/src/index.d.ts"",""exports"":""{\"".\"":{\""types\"":\""./dist/src/index.d.ts\"",\""import\"":\""./dist/index.js\""}}""}",true,"TypeScript;Express","6d7b4e47-3407-42a6-ab55-532e16be6aff"
"openapi-directory","1.3.17","Building & bundling https://github.com/APIs-guru/openapi-directory for easy use from JS","2025-10-15T13:58:46.933Z",2656,426460311,1,18,"openapi;directory;collection;apis;swagger","https://github.com/httptoolkit/openapi-directory-js#readme","https://github.com/httptoolkit/openapi-directory-js","MIT","enriched",1,0,0,0,"{""main"":""dist/runtime/index.js"",""types"":""dist/runtime/index.d.ts""}",true,"TypeScript","46a3d990-f263-4f9e-8ee6-11c8252df5ba"
"opencode-testvista","6.1.13","TestVista custom build of OpenCode - Standalone AI coding agent (no repo required)","2025-09-17T01:06:00.001Z",505,79873938,27,2,"ai;coding;assistant;terminal;cli;opencode","https://github.com/testvista/opencode-testvista#readme","https://github.com/testvista/opencode-testvista","MIT","enriched",1,431,46,823355,"{""main"":""./dist/index.js""}",true,"TypeScript","c24094a4-ca86-49bb-84da-ec3dbaf69996"
"opencodebuff","1.0.0","OpenCodebuff is an **open-source AI coding assistant** that edits your codebase through natural language instructions. Instead of using one model for everything, it coordinates specialized agents that work together to understand your project and make prec","2025-09-14T14:45:58.373Z",1237,269340330,2,21,"","","","Apache-2.0","enriched",1,0,0,0,"{}",false,"TypeScript","65d40a8e-a97b-427b-bf9c-d2c09ac5e872"
"orchestrator","0.3.8","A module for sequencing and executing tasks and dependencies in maximum concurrency","2022-02-08T08:09:04.663Z",0,0,3,9,"","","","MIT","enriched",1,3,1,367,"{""main"":""./index.js""}",false,"","cf6a305f-91b8-4394-be87-b46043f1e034"
"os","0.1.2","NodeJS Core Module Extended","2023-07-28T00:14:15.957Z",0,0,0,0,"node;os;core;module","https://github.com/DiegoRBaquero/node-os#readme","https://github.com/DiegoRBaquero/node-os","MIT","enriched",1,2,1,22,"{""main"":""index.js""}",false,"","7f25f0d1-2f59-4bb9-bf0a-3e22af7f25db"
"pageindex-mcp","1.6.3","MCP server for PageIndex","2025-10-30T10:01:32.414Z",17,1640651,10,12,"mcp;model-context-protocol;pageindex;document-processing","","","MIT","enriched",1,9,2,21641,"{""main"":""build/index.js"",""types"":""./build/index.d.ts""}",true,"TypeScript","ca0f341d-6e67-4b69-b417-30f2bc74092c"
"parse-server","8.5.0","An express module providing a Parse-compatible API server","2025-12-03T19:16:44.303Z",225,5529859,42,45,"","https://github.com/parse-community/parse-server#readme","https://github.com/parse-community/parse-server","Apache-2.0","enriched",1,211,2,181353,"{""main"":""lib/index.js"",""types"":""types/index.d.ts""}",true,"TypeScript;Express","80a4a95e-a0ec-4d16-b21e-4c4dbe8210e8"
"pillar","1.0.0","React Components Library","2022-01-27T05:34:12.638Z",0,0,0,21,"","","","ISC","enriched",1,4,1,257,"{""main"":""lib/pillar.js""}",false,"React","50392ec4-d3ed-4fbc-9073-65f8cfff5fc3"
"plugin","0.3.3","Plugin library","2022-01-26T23:01:12.051Z",0,0,9,0,"","","","N/A","enriched",1,21,2,608,"{""main"":""./lib/node.js""}",false,"","c6bb0ba0-b191-452b-8969-5d821148cf74"
"portalis","0.1.6","GPU-accelerated Python to Rust/WASM transpiler with CPU SIMD optimization and Wassette runtime","2025-11-04T23:16:14.378Z",8,43281,1,0,"python;rust;wasm;webassembly;transpiler;compiler;gpu;cuda;simd;performance;wassette;translation;code-generation","https://github.com/globalbusinessadvisors/Portalis#readme","https://github.com/globalbusinessadvisors/Portalis","MIT","enriched",1,3,2,192,"{""main"":""index.js""}",false,"","6b34d27f-c76a-492f-92da-0c67934eb31a"
"profoundjs","7.27.0","Profound.js Framework and Server","2025-12-03T20:49:05.645Z",6679,352404794,96,0,"profound;profoundjs;noderun;pjs;profound logic;profoundlogic;profound ui;profoundui;ibm i;ibmi;ibm;iseries;legacy;as400;as/400;rpg;rpgle;green screens;modernization","http://profoundjs.com/","","SEE LICENSE IN LICENSE.txt","enriched",1,0,0,0,"{}",false,"Express","813a343b-73cd-4075-940b-5479c0546766"
"projax","3.3.41","Cross-platform project management dashboard for tracking local development projects. Features CLI, Terminal UI, Desktop app, REST API, and built-in tools for test detection, port management, and script execution.","2025-11-25T14:13:02.274Z",231,9297053,10,9,"project-management;dashboard;cli;developer-tools;project-tracker;development-workflow;test-detection;port-management;script-runner;electron;terminal-ui;rest-api;nodejs;python;rust;go","https://projax.dev","https://github.com/josetwentyfour/projax","MIT","enriched",1,194,2,303869,"{""main"":""dist/index.js"",""types"":""./dist/index.d.ts""}",true,"TypeScript;React;Express","a5b20981-581e-4005-a363-5af5069d8947"
"puaro","0.1.12","Puaro - Your AI Code Detective for code review, generation, and analysis","2025-11-15T10:59:12.577Z",52,821459,19,6,"ai;code-review;code-generation;code-analysis;cli;developer-tools;llm;openai;ollama;transformers;knowledge-graph;kag;rag;vector-database;neo4j;qdrant;dependency-analysis;ast-parser;tree-sitter;typescript;javascript;python","https://github.com/samiyev/puaro#readme","https://github.com/samiyev/puaro","MIT","enriched",1,25,2,8910,"{}",false,"TypeScript","9c4d6f2b-2e36-4bd3-b49d-4f56e6377fe6"
"qe","0.0.1","dom","2022-01-27T05:39:31.705Z",0,0,0,0,"","","","ISC","enriched",1,6,1,312,"{""main"":""index.js""}",false,"","ae1c78d1-bc16-437f-9d47-0e8fe4a44660"
"qevo","1.0.15","Cross-browser extension toolkit - Unified API for Chrome & Firefox extension development with messaging, storage, webRequest, and tab management","2025-10-30T08:33:37.156Z",5,181212,0,3,"browser-extension;chrome-extension;firefox-extension;webextension;cross-browser;messaging;storage;webrequest;tab-management;typescript;chrome;firefox;manifest-v3;mv3;extension-toolkit","https://github.com/yuniqsolutions/qevo#readme","https://github.com/yuniqsolutions/qevo","MIT","enriched",1,4,1,4546,"{""main"":""lib/index.js"",""types"":""lib/index.d.ts"",""exports"":""{\"".\"":{\""types\"":{\""require\"":\""./lib/index.d.ts\"",\""default\"":\""./lib/index.d.ts\""},\""worker\"":{\""require\"":\""./lib/index.cjs\"",\""default\"":\""./lib/index.js\""},\""default\"":{\""require\"":\""./lib/index.cjs\"",\""default\"":\""./lib/index.js\""}}}""}",true,"TypeScript","d2239359-e197-4e4b-86b1-1488d20ff40a"
"qwksearch","1.1.1","Search, extract, vectorize, outline graph, and monitor the web for AI Research Agent.","2025-09-16T04:11:53.700Z",1800,217834246,1,0,"","","","rights.institute/PROSPER","enriched",1,0,0,0,"{""exports"":""{\"".\"":{\""types\"":\""./packages/ai-research-agent/dist/types.d.ts\"",\""import\"":\""./packages/ai-research-agent/dist/research-agent.es.js\"",\""require\"":\""./packages/ai-research-agent/dist/research-agent.cjs.js\""},\""./api-client\"":{\""types\"":\""./packages/qwksearch-api-client/dist/index.d.ts\"",\""import\"":\""./packages/qwksearch-api-client/dist/index.js\"",\""require\"":\""./packages/qwksearch-api-client/dist/index.cjs\""},\""./editor\"":{\""types\"":\""./packages/reason-editor/dist/types.d.ts\"",\""import\"":\""./packages/reason-editor/dist/index.js\"",\""require\"":\""./packages/reason-editor/dist/index.cjs\""},\""./neural-net\"":{\""types\"":\""./packages/neural-net/dist/index.d.ts\"",\""import\"":\""./packages/neural-net/dist/index.js\"",\""require\"":\""./packages/neural-net/dist/index.cjs\""}}""}",false,"","a83317d8-34fe-403f-a89e-72eed145a5c6"
"rag-mcp","1.2.11","Godspeed RAG agent","2025-06-24T09:00:46.378Z",109,1967795,34,12,"","https://github.com/godspeedsystems/RAG-MCP-Server#readme","https://github.com/godspeedsystems/RAG-MCP-Server","ISC","enriched",1,42,5,41130,"{""main"":""dist/index.js""}",false,"TypeScript","58c63fc1-c71d-424f-8ed5-566bab7bcff0"
"rag-system-pgvector","2.4.6","A complete Retrieval-Augmented Generation system using pgvector, LangChain, and LangGraph for Node.js applications with dynamic embedding and model providers, structured data queries, and chat history - supports OpenAI, Anthropic, HuggingFace, Azure, Goog","2025-11-14T18:55:22.481Z",18,189408,12,1,"rag;retrieval-augmented-generation;pgvector;langchain;langgraph;vector-search;embeddings;document-processing;semantic-search;chatbot;ai;nlp;postgresql;buffer-processing;url-processing;web-scraping;document-extraction;batch-processing;pdf-processing;html-processing;markdown-processing;openai;vector-database;knowledge-base;rag-system-pgvector","","","MIT","enriched",1,14,3,4266,"{""main"":""src/ragSystem.js"",""exports"":""{\"".\"":{\""import\"":\""./src/ragSystem.js\""},\""./services\"":{\""import\"":\""./src/services/index.js\""},\""./workflows\"":{\""import\"":\""./src/workflows/index.js\""},\""./utils\"":{\""import\"":\""./src/utils/index.js\""}}""}",false,"","db8fbdbc-b845-46ea-bab7-d9edf0ed7083"
"raverse-mcp-server","1.0.14","MCP Server for RAVERSE - AI Multi-Agent Binary Patching System with 35 tools, NPX/NPM/PyPI support, and 20+ client configurations","2025-11-24T08:29:30.661Z",61,667949,1,1,"mcp;model-context-protocol;raverse;binary-analysis;reverse-engineering;ai-agents;multi-agent;binary-patching;security-analysis;code-embedding;semantic-search;knowledge-base;rag;web-analysis;api-reverse-engineering;claude-desktop;cursor-ide;vscode-extension;ai-coding-assistant;mcp-client-support","https://github.com/usemanusai/jaegis-RAVERSE/tree/main/jaegis-RAVERSE-mcp-server","https://github.com/usemanusai/jaegis-RAVERSE","MIT","enriched",1,24,8,6213,"{""main"":""dist/index.js"",""types"":""dist/index.d.ts""}",true,"","7933af5f-573f-43fc-8540-1c3a26a89dd0"
"recoder-code","2.4.5","🚀 Recoder Code - AI-powered CLI for developers. Chat with 40+ models (Claude, GPT-4, DeepSeek, Gemini, Qwen3) with tool calling support. Build projects, automate workflows. Free agentic models included! Features interactive mode, file operations, and opt","2025-12-03T22:41:47.412Z",9057,112122738,22,18,"ai;cli;chatgpt;claude;gemini;deepseek;qwen;openrouter;tool-calling;function-calling;agentic;code-generation;development;automation;productivity;devtools;coding-assistant;ai-assistant;terminal;interactive-cli;file-operations;sandbox;docker;openai;anthropic;free-ai;code-review;refactoring;debugging","https://recoder.xyz","https://github.com/caelum0x/recoder-code","MIT","enriched",1,6514,198,2694939,"{""main"":""index.js"",""types"":""./index.d.ts""}",true,"TypeScript;React","759a688b-42b2-4c1d-9e2f-120372f995bc"
"reepoe","1.3.22","ReePoe AI Code Manager - Install in any codebase for instant AI agent integration","2025-11-30T02:24:41.793Z",14,75437644,3,0,"ai;code-manager;context-optimization;plugin;developer-tools;ai-agent;mcp;code-analysis;llm-optimization","https://reepoe.com","https://github.com/MarcAndre72/ReePoe","Proprietary","enriched",1,11,1,2434,"{}",false,"","1706a505-41a7-42cd-b4b8-dc990f73b301"
"repo-description","1.0.5","AI-powered CLI that automatically generates clear, natural-language descriptions of every file in a repository.","2025-11-02T21:05:26.607Z",7,32573,3,18,"cli;ai;file-description;repository;code-analysis;natural-language;command-line;tool;automation;openai;javascript;nodejs;description-generator;code-documentation;project-overview;developer-tool;groq;llm;generative-ai","https://github.com/ioncakephper/repo-description#readme","https://github.com/ioncakephper/repo-description","MIT","enriched",1,5,1,492,"{""main"":""src/index.js""}",false,"","7dbae8d1-c08e-4283-abf5-f8847ffd1ecf"
"repogrep","0.1.7","Local CLI tool for indexing and searching code repositories with full-text and semantic search.","2025-11-03T13:31:09.050Z",8,48214,7,5,"search;cli;code-search;semantic-search;fts;full-text-search;lancedb;embeddings;vector-search;sqlite;local;offline","https://github.com/fernandoabolafio/repogrep#readme","https://github.com/fernandoabolafio/repogrep","MIT","enriched",1,7,1,1499,"{""main"":""dist/cli.js""}",false,"TypeScript","523bdb52-a56f-490b-855b-e5f6ca71d8ae"
